image_id,image_path,annotation_index,category,is_valid_bbox,bbox_x,bbox_y,bbox_w,bbox_h,bbox_area,mask_area,is_tiny_defect,is_giant_defect,defect_size_class
254,images/255.bmp,0,crack,1,49.0,27.0,190.0,13.0,2470.0,768.0,0,0,normal
255,images/256.bmp,0,crack,1,54.0,75.0,181.0,11.0,1991.0,725.0,0,0,normal
256,images/257.bmp,0,crack,1,202.7081,13.2297,13.0,256.0,3328.0,1024.0,0,0,normal
258,images/259.bmp,0,crack,1,199.0,20.0,16.0,251.0,4016.0,1030.0,0,0,normal
259,images/260.bmp,0,crack,1,129.7651,64.3279,10.1152,155.4442,1572.3572,755.0,0,0,normal
260,images/261.bmp,0,crack,1,261.135,193.0496,19.6534,9.468,186.0779,76.0,0,0,normal
260,images/261.bmp,1,crack,1,263.8154,201.9484,16.973,10.004,169.7989,69.0,0,0,normal
261,images/262.bmp,0,crack,1,194.4162,73.2919,9.0,136.0,1224.0,552.0,0,0,normal
262,images/263.bmp,0,crack,1,228.4784,71.3419,8.4819,141.2608,1198.1606,441.0,0,0,normal
263,images/264.bmp,0,crack,1,40.0,211.6459,112.0,10.0,1120.0,458.0,0,0,normal
264,images/265.bmp,0,crack,1,249.0622,73.7703,31.9449,139.0,4440.3452,1003.0,0,0,normal
265,images/266.bmp,0,crack,1,40.0,210.0,123.0,12.0,1476.0,611.0,0,0,normal
266,images/267.bmp,0,crack,1,15.4162,62.4162,262.0,162.0,42444.0,3343.0,0,0,normal
267,images/268.bmp,0,crack,1,178.0,74.0,33.0,139.0,4587.0,1047.0,0,0,normal
267,images/268.bmp,1,crack,1,71.0,115.0,63.0,19.0,1197.0,273.0,0,0,normal
268,images/269.bmp,0,crack,1,35.0,125.0,209.0,148.0,30932.0,3076.0,0,0,normal
269,images/270.bmp,0,crack,1,260.0,76.0,7.0,126.0,882.0,503.0,0,0,normal
270,images/271.bmp,0,crack,1,33.3541,51.4162,61.0,60.0,3660.0,445.0,0,0,normal
273,images/274.jpg,0,crack,1,227.0,3.0,13.0,76.0,988.0,552.0,0,0,normal
275,images/276.jpg,0,crack,1,231.8143,211.7113,10.2486,36.8025,377.1751,214.0,0,0,normal
276,images/277.jpg,0,crack,1,234.3132,161.1024,53.0673,7.3945,392.4083,303.0,0,0,normal
277,images/278.jpg,0,crack,1,239.2494,121.428,43.5295,6.0,261.177,214.0,0,0,normal
278,images/279.jpg,0,crack,1,182.0,37.0,97.0,223.0,21631.0,1552.0,0,0,normal
279,images/280.jpg,0,crack,1,29.9023,257.1148,22.6087,6.7468,152.537,112.0,0,0,normal
280,images/281.jpg,0,crack,1,8.481,164.1222,277.2078,35.1113,9733.1217,1384.0,0,0,normal
281,images/282.jpg,0,crack,1,19.1476,38.0429,264.7657,12.3286,3264.1964,1960.0,0,0,normal
282,images/283.jpg,0,crack,1,4.0,102.0,280.0,8.0,2240.0,1757.0,0,0,normal
282,images/283.jpg,1,crack,1,8.0,203.0,259.0,13.0,3367.0,1947.0,0,0,normal
283,images/284.jpg,0,crack,1,11.0,134.0,265.0,14.0,3710.0,1062.0,0,0,normal
284,images/285.jpg,0,crack,1,4.0,150.0,226.0,16.0,3615.9999,1330.0,0,0,normal
285,images/286.jpg,0,crack,1,18.0,129.0,255.0,41.0,10455.0,1119.0,0,0,normal
287,images/288.jpg,0,crack,1,9.0,163.0,266.0,21.0,5586.0,1386.0,0,0,normal
288,images/289.jpg,0,crack,1,10.1391,135.0282,209.9897,18.0963,3800.0324,1254.0,0,0,normal
289,images/290.jpg,0,crack,1,2.8923,146.465,67.1502,5.5121,370.1353,323.0,0,0,normal
290,images/291.jpg,0,crack,1,4.6944,215.6944,42.0,6.0,252.0,178.0,0,0,normal
291,images/292.jpg,0,crack,1,197.0,26.0,46.0,7.0,322.0,266.0,0,0,normal
292,images/293.jpg,0,crack,1,161.6847,105.3158,51.2428,8.1303,416.6187,243.0,0,0,normal
293,images/294.jpg,0,crack,1,91.0,150.7081,26.0,5.0,130.0,129.0,0,0,normal
295,images/296.jpg,0,crack,1,10.0,170.7703,120.0,15.0,1800.0,613.0,0,0,normal
296,images/297.jpg,0,crack,1,258.8258,204.2477,21.4201,73.554,1575.5332,432.0,0,0,normal
298,images/299.jpg,0,crack,1,5.0,120.0,93.0,14.0,1302.0,751.0,0,0,normal
299,images/300.jpg,0,crack,1,51.2194,34.1752,49.3098,21.6741,1068.7458,280.0,0,0,normal
300,images/301.jpg,0,crack,1,21.8946,236.3541,227.0,14.0,3178.0,910.0,0,0,normal
301,images/302.jpg,0,crack,1,17.9286,246.0421,37.6671,7.2336,272.4703,180.0,0,0,normal
302,images/303.jpg,0,crack,1,3.9108,146.6142,99.8387,6.4136,640.326,485.0,0,0,normal
303,images/304.jpg,0,crack,1,11.0,151.0,155.0,17.0,2635.0,1112.0,0,0,normal
304,images/305.jpg,0,crack,1,9.0,128.0,266.0,14.0,3724.0,1074.0,0,0,normal
305,images/306.jpg,0,crack,1,4.0,150.0,160.0,9.0,1440.0,977.0,0,0,normal
306,images/307.jpg,0,crack,1,11.2679,160.6377,208.8749,9.9468,2077.629,1206.0,0,0,normal
308,images/309.jpg,0,crack,1,4.0,147.0,163.0,11.0,1793.0,1369.0,0,0,normal
309,images/310.jpg,0,crack,1,6.0,150.0,172.0,9.0,1548.0,1077.0,0,0,normal
310,images/311.jpg,0,crack,1,7.0,150.0,166.0,11.0,1826.0,1385.0,0,0,normal
311,images/312.jpg,0,crack,1,11.0,153.0,172.0,7.0,1204.0,694.0,0,0,normal
312,images/313.jpg,0,crack,1,9.0,164.0,161.0,5.0,805.0,622.0,0,0,normal
313,images/314.jpg,0,crack,1,3.0,157.0,207.0,7.0,1449.0,811.0,0,0,normal
314,images/315.jpg,0,crack,1,4.0,138.0,177.0,12.0,2124.0,1321.0,0,0,normal
314,images/315.jpg,1,crack,1,194.4313,142.4635,92.8038,6.7692,628.2116,449.0,0,0,normal
315,images/316.jpg,0,crack,1,8.0,149.0,224.0,11.0,2464.0,1318.0,0,0,normal
316,images/317.jpg,0,crack,1,3.871,148.048,150.675,14.365,2164.4397,1181.0,0,0,normal
318,images/319.jpg,0,crack,1,5.2218,160.3744,120.3574,8.477,1020.2645,698.0,0,0,normal
319,images/320.jpg,0,crack,1,11.0,154.0,171.0,12.0,2052.0,1214.0,0,0,normal
320,images/321.jpg,0,crack,1,6.0,151.0,156.0,9.0,1404.0,1069.0,0,0,normal
321,images/322.jpg,0,crack,1,4.0,144.0,147.0,9.0,1323.0,754.0,0,0,normal
322,images/323.jpg,0,crack,1,3.0,177.0,95.0,8.0,760.0,453.0,0,0,normal
323,images/324.jpg,0,crack,1,3.805,158.6036,152.2232,9.5403,1452.2525,895.0,0,0,normal
324,images/325.jpg,0,crack,1,4.6459,144.7703,151.0,7.0,1057.0,605.0,0,0,normal
327,images/328.jpg,0,crack,1,13.8651,167.6015,122.1349,11.3985,1392.1527,804.0,0,0,normal
328,images/329.jpg,0,crack,1,13.0,159.0,87.0,6.0,522.0,348.0,0,0,normal
329,images/330.jpg,0,crack,1,6.2104,153.2501,105.3967,7.9026,832.9096,479.0,0,0,normal
330,images/331.jpg,0,crack,1,6.0,157.0,137.0,9.0,1233.0,550.0,0,0,normal
331,images/332.jpg,0,crack,1,4.2919,172.2919,131.0,10.0,1310.0,981.0,0,0,normal
332,images/333.jpg,0,crack,1,4.0,152.0,143.0,11.0,1573.0,983.0,0,0,normal
333,images/334.jpg,0,crack,1,6.0,136.0,149.0,16.0,2384.0,1298.0,0,0,normal
335,images/336.jpg,0,crack,1,2.5993,136.5063,161.0096,10.8921,1753.7282,1105.0,0,0,normal
336,images/337.jpg,0,crack,1,2.9378,137.0622,268.0,11.0,2948.0,1009.0,0,0,normal
337,images/338.jpg,0,crack,1,7.0,146.0,134.0,9.0,1206.0,531.0,0,0,normal
338,images/339.jpg,0,crack,1,7.0,161.0,229.0,6.0,1374.0,906.0,0,0,normal
340,images/341.bmp,0,crack,1,40.0,71.0,203.0,8.0,1624.0,813.0,0,0,normal
341,images/342.bmp,0,crack,1,147.2223,4.2401,79.061,193.8417,15325.3192,834.0,0,0,normal
342,images/343.bmp,0,crack,1,59.0,6.0,151.0,21.0,3171.0,705.0,0,0,normal
343,images/344.bmp,0,crack,1,176.0,7.0,45.0,192.0,8640.0,1136.0,0,0,normal
344,images/345.bmp,0,crack,1,150.0,8.0,18.0,198.0,3564.0,824.0,0,0,normal
346,images/347.bmp,0,crack,1,8.0,55.0,108.0,163.0,17604.0,1899.0,0,0,normal
347,images/348.bmp,0,crack,1,75.2919,76.0,143.4658,142.0,20372.14,3101.0,0,0,normal
347,images/348.bmp,1,crack,1,75.4903,7.9233,118.9838,86.786,10326.1248,2182.0,0,0,normal
348,images/349.bmp,0,crack,1,61.2581,57.0382,107.2816,173.6664,18631.2142,2517.0,0,0,normal
349,images/350.bmp,0,crack,1,104.0,63.0,98.0,159.0,15582.0,2146.0,0,0,normal
351,images/352.bmp,0,crack,1,4.476,231.3914,49.5382,15.8101,783.2048,200.0,0,0,normal
352,images/353.bmp,0,crack,1,122.0,178.0,157.0,9.0,1413.0,713.0,0,0,normal
352,images/353.bmp,1,crack,1,11.74,214.3356,270.5389,35.4485,9590.1915,2081.0,0,0,normal
353,images/354.bmp,0,crack,1,15.3987,70.0955,90.2056,143.7142,12963.8278,3679.0,0,0,normal
354,images/355.bmp,0,crack,1,72.991,156.1243,86.7171,91.8895,7968.3923,692.0,0,0,normal
357,images/358.bmp,0,crack,1,10.7081,37.0,146.0,210.0,30660.0,2261.0,0,0,normal
357,images/358.bmp,1,crack,1,158.8757,71.0,67.0,9.0,603.0,287.0,0,0,normal
359,images/360.bmp,0,crack,1,5.0622,35.3541,127.0,215.0,27305.0,2869.0,0,0,normal
360,images/361.bmp,0,crack,1,4.0,61.0,280.8321,156.0,43809.8064,6668.0,0,0,normal
361,images/362.bmp,0,crack,1,32.0,188.0,6.0,42.0,252.0,188.0,0,0,normal
361,images/362.bmp,1,crack,1,2.0,132.0,18.0,96.0,1728.0,1061.0,0,0,normal
361,images/362.bmp,2,crack,1,77.4149,50.4224,131.4627,185.4971,24385.9441,4798.0,0,0,normal
361,images/362.bmp,3,crack,1,167.2327,122.9902,110.519,114.6168,12667.325,1380.0,0,0,normal
361,images/362.bmp,4,crack,1,137.4681,59.6286,133.9691,175.9591,23573.0825,1826.0,0,0,normal
362,images/363.bmp,0,crack,1,6.3541,161.7703,267.0,26.0,6942.0,1451.0,0,0,normal
362,images/363.bmp,1,crack,1,9.9435,37.2525,161.3262,57.9419,9347.5416,850.0,0,0,normal
363,images/364.bmp,0,crack,1,197.0,68.0,78.0,88.0,6864.0,618.0,0,0,normal
364,images/365.bmp,0,crack,1,5.7081,60.0,277.0,167.6247,46432.0447,9524.0,0,0,normal
365,images/366.bmp,0,crack,1,4.1827,46.6905,85.0356,146.9298,12494.2668,2326.0,0,0,normal
365,images/366.bmp,1,crack,1,4.7425,162.0032,16.4619,6.7786,111.5882,77.0,0,0,normal
366,images/367.bmp,0,crack,1,25.0,113.0,250.0,68.0,17000.0,3136.0,0,0,normal
366,images/367.bmp,1,crack,1,17.0,76.0,264.0,19.0,5016.0,1097.0,0,0,normal
366,images/367.bmp,2,crack,1,2.1845,223.4614,4.0293,19.0108,76.5995,54.0,1,0,tiny
367,images/368.bmp,0,crack,1,3.0,59.0,278.0,164.0,45592.0,9789.0,0,0,normal
369,images/370.bmp,0,crack,1,3.2202,195.6675,26.048,28.6566,746.4482,143.0,0,0,normal
370,images/371.bmp,0,crack,1,61.3541,35.7081,213.0,212.0,45156.0049,3987.0,0,0,normal
371,images/372.bmp,0,crack,1,4.7081,48.3541,273.0,187.7679,51260.6363,13538.0,0,0,normal
371,images/372.bmp,1,crack,1,108.2502,218.7923,8.4784,16.2675,137.9219,93.0,0,0,normal
372,images/373.bmp,0,crack,1,3.4508,47.0771,107.967,118.9426,12841.866,3620.0,0,0,normal
373,images/374.bmp,0,crack,1,8.0,76.0,271.0,14.0,3794.0,1335.0,0,0,normal
374,images/375.bmp,0,crack,1,7.0,108.0,271.5303,86.3438,23444.9654,3629.0,0,0,normal
374,images/375.bmp,1,crack,1,8.0,87.0,270.0,21.0,5670.0,1152.0,0,0,normal
374,images/375.bmp,2,crack,1,70.3666,33.2691,17.3297,47.7781,827.979,298.0,0,0,normal
374,images/375.bmp,3,crack,1,101.5232,56.6365,14.8513,27.5972,409.8539,170.0,0,0,normal
375,images/376.bmp,0,crack,1,232.0,66.0,7.0,160.0,1120.0,644.0,0,0,normal
376,images/377.bmp,0,crack,1,9.0,108.3541,260.0,34.0,8840.0,1320.0,0,0,normal
377,images/378.bmp,0,crack,1,6.7703,35.7081,272.0,215.1381,58517.5572,11209.0,0,0,normal
377,images/378.bmp,1,crack,1,13.0,115.0,114.0,25.0,2850.0,529.0,0,0,normal
378,images/379.bmp,0,crack,1,1.2316,47.2852,92.6295,193.0351,17880.7495,5300.0,0,0,normal
379,images/380.bmp,0,crack,1,4.7081,52.4162,273.0,125.0,34124.9995,6592.0,0,0,normal
379,images/380.bmp,1,crack,1,1.0,31.0,47.0,20.0,940.0,296.0,0,0,normal
379,images/380.bmp,2,crack,1,3.1865,31.0,22.0,7.0,154.0,115.0,0,0,normal
379,images/380.bmp,3,crack,1,13.0,198.0,270.8411,9.0897,2461.8616,1560.0,0,0,normal
379,images/380.bmp,4,crack,1,226.1495,97.3525,54.5051,20.8702,1137.5314,340.0,0,0,normal
380,images/381.bmp,0,crack,1,4.0,63.0,99.0,159.0,15740.9973,3292.0,0,0,normal
380,images/381.bmp,1,crack,1,44.4791,63.465,115.0,158.0,18170.0009,1404.0,0,0,normal
381,images/382.bmp,0,crack,1,12.0,124.0,262.0,24.0,6288.0,1358.0,0,0,normal
381,images/382.bmp,1,crack,1,25.0,202.0,249.0,13.0,3237.0,1434.0,0,0,normal
381,images/382.bmp,2,crack,1,6.6436,39.6469,269.3098,82.411,22194.0838,5067.0,0,0,normal
381,images/382.bmp,3,crack,1,10.6788,38.9971,45.9982,6.1422,282.5319,224.0,0,0,normal
382,images/383.bmp,0,crack,1,208.7833,65.2446,73.3443,79.938,5862.9997,525.0,0,0,normal
383,images/384.bmp,0,crack,1,3.0,62.7081,212.0,49.0,10388.0,967.0,0,0,normal
384,images/385.bmp,0,crack,1,7.1243,35.0622,272.0,212.0,57663.9981,5939.0,0,0,normal
385,images/386.bmp,0,crack,1,19.3541,105.7081,116.0,36.0,4176.0,561.0,0,0,normal
387,images/388.bmp,0,crack,1,184.0,175.0,86.0,15.0,1290.0,460.0,0,0,normal
388,images/389.bmp,0,crack,1,181.0,89.0,27.0,10.0,270.0,131.0,0,0,normal
388,images/389.bmp,1,crack,1,116.0,92.0,129.0,36.0,4644.0,734.0,0,0,normal
389,images/390.bmp,0,crack,1,31.7081,49.3541,185.0,186.0,34410.0,2885.0,0,0,normal
390,images/391.bmp,0,crack,1,6.0622,35.0,274.0,215.0,58910.0,7562.0,0,0,normal
391,images/392.jpg,0,crack,1,11.727,91.3541,276.0,5.0,1380.0,1093.0,0,0,normal
392,images/393.jpg,0,crack,1,0.0,125.0,275.0,7.0,1925.0,1194.0,0,0,normal
393,images/394.jpg,0,crack,1,108.646,101.0622,179.0,4.0,716.0,716.0,0,0,normal
394,images/395.jpg,0,crack,1,1.3541,133.7703,282.0,5.0,1410.0,1098.0,0,0,normal
395,images/396.jpg,0,crack,1,4.0,137.0,283.0,14.0,3962.0,1484.0,0,0,normal
395,images/396.jpg,1,crack,1,6.3053,68.2543,281.6947,13.4412,3786.3126,1388.0,0,0,normal
396,images/397.jpg,0,crack,1,234.0,2.0,27.0358,26.5016,716.4912,186.0,0,0,normal
397,images/398.jpg,0,crack,1,45.487,25.4784,211.0427,7.979,1683.9035,655.0,0,0,normal
398,images/399.jpg,0,crack,1,211.0,6.0,10.0,277.0,2770.0,1111.0,0,0,normal
399,images/400.jpg,0,crack,1,161.0,6.0,10.0,278.0,2780.0,1097.0,0,0,normal
400,images/401.png,0,crack,1,38.7081,75.0,248.0,137.2545,34039.1201,4431.0,0,0,normal
401,images/402.png,0,crack,1,63.3293,0.0,158.5299,195.8547,31048.8271,15819.0,0,0,normal
402,images/403.png,0,crack,1,0.2919,79.3541,109.0,38.0,4142.0,3312.0,0,0,normal
403,images/404.png,0,crack,1,0.7218,129.161,13.2201,40.3682,533.6715,197.0,0,0,normal
403,images/404.png,1,crack,1,0.0,75.2752,286.257,126.5243,36218.4814,2479.0,0,0,normal
404,images/405.png,0,crack,1,281.0,125.0,6.0,34.0,204.0,187.0,0,0,normal
404,images/405.png,1,crack,1,0.0,74.0,57.0,141.5623,8069.0529,1480.0,0,0,normal
406,images/407.png,0,crack,1,246.0,185.0,17.0,50.0,850.0,600.0,0,0,normal
406,images/407.png,1,crack,1,234.0,253.0,25.0,34.0,850.0,566.0,0,0,normal
407,images/408.png,0,crack,1,271.0,89.0,16.0,92.0,1472.0,424.0,0,0,normal
407,images/408.png,1,crack,1,0.0,110.0,7.0,52.0,364.0,269.0,0,0,normal
407,images/408.png,2,crack,1,3.0,73.0,18.0,19.0,342.0,108.0,0,0,normal
407,images/408.png,3,crack,1,34.0,72.0,115.0,14.0,1610.0,665.0,0,0,normal
408,images/409.png,0,crack,1,1.0,197.0,26.0,16.0,416.0,130.0,0,0,normal
408,images/409.png,1,crack,1,0.0,77.0,76.0,136.0,10335.9999,1871.0,0,0,normal
408,images/409.png,2,crack,1,283.0,168.0,4.0,44.0,176.0,148.0,1,0,tiny
408,images/409.png,3,crack,1,276.0708,74.6937,11.9292,58.045,692.4309,341.0,0,0,normal
410,images/411.png,0,crack,1,104.0,0.0,75.0,16.0,1200.0,838.0,0,0,normal
411,images/412.png,0,crack,1,230.001,185.0,35.1915,102.9863,3624.2436,1928.0,0,0,normal
412,images/413.png,0,crack,1,274.2557,97.2108,13.7443,98.3258,1351.4183,992.0,0,0,normal
412,images/413.png,1,crack,1,0.0,73.1022,204.6359,21.8837,4478.1799,2823.0,0,0,normal
413,images/414.png,0,crack,1,89.0,0.0,122.0,14.0,1708.0001,1074.0,0,0,normal
414,images/415.png,0,crack,1,0.0,112.3821,288.0,101.6179,29265.9434,2727.0,0,0,normal
414,images/415.png,1,crack,1,0.0,78.5877,12.2832,27.9512,343.3316,168.0,0,0,normal
414,images/415.png,2,crack,1,107.8961,75.0472,42.4674,12.0189,510.4101,253.0,0,0,normal
415,images/416.png,0,crack,1,172.0,8.0,115.0,266.0,30590.0,8644.0,0,0,normal
415,images/416.png,1,crack,1,16.0,3.0,80.0,274.0,21919.9995,14304.0,0,0,normal
418,images/419.png,0,crack,1,239.6656,242.0,16.4972,46.0,758.8723,597.0,0,0,normal
420,images/421.png,0,crack,1,197.0,18.0,89.0,259.0,23051.0,8197.0,0,0,normal
420,images/421.png,1,crack,1,73.0,9.0,57.0,269.0,15333.0,2866.0,0,0,normal
422,images/423.png,0,crack,1,192.0,12.0,94.0,196.0,18424.0,5942.0,0,0,normal
422,images/423.png,1,crack,1,84.0,19.6082,25.0,256.0,6400.0,1971.0,0,0,normal
424,images/425.png,0,crack,1,39.0,1.0,243.0,273.0,66339.0,15437.0,0,0,normal
427,images/428.png,0,crack,1,83.1814,274.1949,83.8428,13.8051,1157.4548,885.0,0,0,normal
427,images/428.png,1,crack,1,247.7617,266.6483,16.0125,18.138,290.436,176.0,0,0,normal
428,images/429.png,0,crack,1,77.0,268.0,62.0,19.0,1178.0,756.0,0,0,normal
428,images/429.png,1,crack,1,231.0,232.0,32.0,55.0,1760.0,1291.0,0,0,normal
428,images/429.png,2,crack,1,255.0,168.0,8.0,23.0,184.0,155.0,0,0,normal
429,images/430.png,0,crack,1,85.0,2.0,34.0,9.0,306.0,216.0,0,0,normal
429,images/430.png,1,crack,1,144.0,0.0,40.0,11.0,440.0,366.0,0,0,normal
430,images/431.png,0,crack,1,0.0,75.1932,28.5696,106.2589,3035.7762,1486.0,0,0,normal
430,images/431.png,1,crack,1,271.0,71.0,16.0,97.0,1552.0,458.0,0,0,normal
431,images/432.png,0,crack,1,12.0378,3.5405,154.0,106.0,16324.0,2986.0,0,0,normal
431,images/432.png,1,crack,1,17.7727,3.904,262.0121,281.9952,73886.1543,19397.0,0,0,normal
433,images/434.png,0,crack,1,65.1372,0.0,210.5524,278.0,58533.571,19355.0,0,0,normal
434,images/435.png,0,crack,1,0.0,76.0,10.0,92.0,920.0,742.0,0,0,normal
434,images/435.png,1,crack,1,267.0,72.0,20.0,6.0,120.0,106.0,0,0,normal
434,images/435.png,2,crack,1,277.8411,113.2848,10.1589,58.0456,589.6818,351.0,0,0,normal
434,images/435.png,3,crack,1,141.8851,72.2148,93.8049,14.8513,1393.1246,684.0,0,0,normal
436,images/437.png,0,crack,1,3.0,60.0,281.0,165.0,46365.0,5155.0,0,0,normal
437,images/438.png,0,crack,1,2.0,63.0,277.0,162.0,44874.0,7550.0,0,0,normal
438,images/439.png,0,crack,1,2.0,143.0,189.0,10.0,1890.0,758.0,0,0,normal
442,images/443.png,0,crack,1,194.0,90.0,8.0,106.0,848.0,483.0,0,0,normal
443,images/444.png,0,crack,1,164.9431,90.3161,21.0569,107.6839,2267.4863,788.0,0,0,normal
444,images/445.png,0,crack,1,187.0,91.0,7.0,105.0,735.0,398.0,0,0,normal
445,images/446.png,0,crack,1,197.0,90.0,10.0,106.0,1060.0,312.0,0,0,normal
446,images/447.png,0,crack,1,195.8739,90.4433,3.1608,105.6048,333.7986,314.0,1,0,tiny
447,images/448.png,0,crack,1,121.0,92.0,5.0,106.0,530.0,354.0,1,0,tiny
448,images/449.png,0,crack,1,116.4167,91.2455,13.4081,106.2238,1424.2607,414.0,0,0,normal
449,images/450.png,0,crack,1,109.0,94.7081,4.0,58.0,232.0,231.0,1,0,tiny
450,images/451.png,0,crack,1,37.0,53.0,189.0,178.0,33642.0,2950.0,0,0,normal
452,images/453.jpg,0,crack,1,171.3829,55.368,6.3993,84.5674,541.1728,323.0,0,0,normal
454,images/455.jpg,0,crack,1,54.0,76.0,230.0,135.0,31050.0,4392.0,0,0,normal
455,images/456.png,0,crack,1,2.0,56.0,284.0,177.0,50268.0,10185.0,0,0,normal
457,images/458.png,0,crack,1,5.9292,53.0,274.0708,178.5149,48925.7338,6241.0,0,0,normal
458,images/459.jpg,0,crack,1,2.3541,56.0,278.0,174.0,48372.0,2533.0,0,0,normal
459,images/460.jpg,0,crack,1,3.0622,56.1243,281.0,176.0,49456.0,6361.0,0,0,normal
462,images/463.jpg,0,crack,1,1.6989,93.0708,101.8431,14.8711,1514.515,511.0,0,0,normal
462,images/463.jpg,1,crack,1,0.0,132.555,228.1307,5.0,1140.6535,1134.0,0,0,normal
462,images/463.jpg,2,crack,1,0.0,154.4314,85.1337,13.0036,1107.0427,423.0,0,0,normal
463,images/464.jpg,0,crack,1,126.4528,66.6959,161.1337,151.2234,24367.1982,2615.0,0,0,normal
464,images/465.jpg,0,crack,1,196.0,9.3541,11.0,268.0,2948.0,1481.0,0,0,normal
465,images/466.jpg,0,crack,1,191.1558,9.0002,5.7376,273.4894,1569.1669,1318.0,0,0,normal
466,images/467.jpg,0,crack,1,209.3029,6.155,15.6176,271.5971,4241.6909,1331.0,0,0,normal
467,images/468.jpg,0,crack,1,176.7081,8.9378,13.0,268.0,3484.0,2097.0,0,0,normal
468,images/469.jpg,0,crack,1,207.5331,12.5284,16.6788,269.1179,4488.5719,1313.0,0,0,normal
469,images/470.jpg,0,crack,1,189.8317,11.8214,11.7198,130.6813,1531.563,638.0,0,0,normal
469,images/470.jpg,1,crack,1,186.0714,158.3345,8.3236,121.6928,1012.9216,589.0,0,0,normal
470,images/471.jpg,0,crack,1,131.0,14.0,12.0,263.0,3156.0,1058.0,0,0,normal
470,images/471.jpg,1,crack,1,194.0778,10.7568,12.787,272.3071,3481.9955,1331.0,0,0,normal
472,images/473.jpg,0,crack,1,192.0,7.0,30.0,263.0,7890.0,1322.0,0,0,normal
473,images/474.bmp,0,crack,1,46.4439,41.5588,186.5955,204.9116,38235.583,2565.0,0,0,normal
474,images/475.bmp,0,crack,1,53.4265,286.9193,308.5001,13.6782,4219.7148,2418.0,0,0,normal
476,images/477.bmp,0,crack,1,160.0,211.0,199.0,39.0,7761.0,1078.0,0,0,normal
477,images/478.bmp,0,crack,1,144.0,230.0,217.0,26.0,5642.0,1250.0,0,0,normal
478,images/479.bmp,0,crack,1,150.0,272.0,207.0,16.0,3312.0,1122.0,0,0,normal
479,images/480.bmp,0,crack,1,203.0,239.0,157.0,23.0,3611.0,925.0,0,0,normal
480,images/481.bmp,0,crack,1,219.0,9.0,31.0,294.0,9114.0,1451.0,0,0,normal
481,images/482.bmp,0,crack,1,211.0,10.0,122.0,279.0,34038.0,1889.0,0,0,normal
482,images/483.bmp,0,crack,1,178.0,14.0,26.0,391.0,10166.0,2756.0,0,0,normal
483,images/484.bmp,0,crack,1,58.0,101.0,306.0,12.0,3672.0,1485.0,0,0,normal
484,images/485.bmp,0,crack,1,341.0,192.0,21.0,219.0,4599.0,1587.0,0,0,normal
484,images/485.bmp,1,crack,1,139.0,158.0,222.0,16.0,3552.0,1150.0,0,0,normal
485,images/486.bmp,0,crack,1,104.0,295.0,255.0,11.0,2805.0,1378.0,0,0,normal
486,images/487.bmp,0,crack,1,84.0,3.0,230.0,31.0,7130.0,5511.0,0,0,normal
487,images/488.bmp,0,crack,1,256.0,14.0,73.0,282.0,20586.0,1633.0,0,0,normal
519,images/492.bmp,0,crack,1,8.961,4.4156,46.4251,42.5844,1976.988,680.0,0,0,normal
520,images/493.bmp,0,crack,1,0.4475,6.7208,24.1541,57.7404,1394.6682,945.0,0,0,normal
520,images/493.bmp,1,crack,1,58.3699,0.5927,51.0,32.0693,1635.532,896.0,0,0,normal
521,images/494.bmp,0,crack,1,4.0919,111.5172,23.0,4.0,92.0,45.0,0,0,normal
521,images/494.bmp,1,crack,1,7.6227,22.0,83.3773,83.8554,6991.6315,2330.0,0,0,normal
523,images/496.bmp,0,crack,1,2.0,30.5067,48.0,84.924,4076.3527,1772.0,0,0,normal
523,images/496.bmp,1,crack,1,36.1789,21.1155,6.5981,11.8241,78.0158,26.0,0,0,normal
524,images/497.bmp,0,crack,1,30.029,33.7942,25.0,32.0,800.0,657.0,0,0,normal
524,images/497.bmp,1,crack,1,98.0,39.7293,18.0,39.0,702.0,516.0,0,0,normal
524,images/497.bmp,2,crack,1,0.2237,59.7763,5.0,31.0,155.0,115.0,1,0,tiny
524,images/497.bmp,3,crack,1,23.5985,84.4521,4.3208,6.4403,27.8274,19.0,1,0,tiny
525,images/498.bmp,0,crack,1,0.9441,39.5869,9.0,8.0,72.0,68.0,0,0,normal
527,images/500.bmp,0,crack,1,81.0,1.0,35.0,8.0,280.0,184.0,0,0,normal
528,images/501.bmp,0,crack,1,0.4475,47.3493,6.0,25.0,150.0,115.0,0,0,normal
529,images/502.bmp,0,crack,1,0.0,26.0,143.0,136.0,19448.0,13783.0,0,0,normal
532,images/504.bmp,0,crack,1,9.3782,427.9243,452.485,10.2754,4649.4604,3556.0,0,0,normal
534,images/506.bmp,0,crack,1,9.6809,170.9174,256.9983,37.2045,9561.5021,2058.0,0,0,normal
535,images/507.bmp,0,crack,1,7.6492,335.886,180.4543,25.4027,4584.0272,1435.0,0,0,normal
537,images/509.bmp,0,crack,1,9.7119,9.0,473.2364,373.3145,176665.9842,14887.0,0,1,giant
539,images/511.bmp,0,crack,1,11.7454,184.5298,319.4567,11.9356,3812.915,2511.0,0,0,normal
539,images/511.bmp,1,crack,1,435.8799,183.0551,75.8973,9.9648,756.2999,588.0,0,0,normal
541,images/513.bmp,0,crack,1,57.1,201.8539,66.3803,10.5311,699.0552,511.0,0,0,normal
