image_id,image_path,width,height,max_side,image_area,image_size_class,scale_bin,annotation_count,valid_annotation_count,invalid_bbox_count,tiny_defect_count,giant_defect_count,has_tiny_defect,has_giant_defect,min_bbox_area,max_bbox_area,mean_bbox_area,total_bbox_area,min_mask_area,max_mask_area,total_mask_area
239,images/240.jpg,288,288,288,82944,regular,short,2,2,0,0,0,0,0,540.0163,777.0,658.5081,1317.0163,407.0,441.0,848.0
240,images/241.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,2115.63,2115.63,2115.63,2115.63,1294.0,1294.0,1294.0
242,images/243.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1022.0,1022.0,1022.0,1022.0,574.0,574.0,574.0
243,images/244.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,3195.6946,3195.6946,3195.6946,3195.6946,1330.0,1330.0,1330.0
244,images/245.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1650.5898,1650.5898,1650.5898,1650.5898,759.0,759.0,759.0
245,images/246.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,4031.0,4031.0,4031.0,4031.0,644.0,644.0,644.0
246,images/247.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,5904.0,5904.0,5904.0,5904.0,1029.0,1029.0,1029.0
247,images/248.bmp,288,288,288,82944,regular,short,2,2,0,0,0,0,0,878.0344,1864.856,1371.4452,2742.8905,191.0,296.0,487.0
248,images/249.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1806.0,1806.0,1806.0,1806.0,1020.0,1020.0,1020.0
250,images/251.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1792.0,1792.0,1792.0,1792.0,1012.0,1012.0,1012.0
251,images/252.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1116.0,1116.0,1116.0,1116.0,239.0,239.0,239.0
252,images/253.bmp,288,288,288,82944,regular,short,3,3,0,0,0,0,0,151.5629,46638.81,17050.5439,51151.6317,101.0,8234.0,9552.0
253,images/254.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1062.0,1062.0,1062.0,1062.0,685.0,685.0,685.0
254,images/255.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,2470.0,2470.0,2470.0,2470.0,768.0,768.0,768.0
255,images/256.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1991.0,1991.0,1991.0,1991.0,725.0,725.0,725.0
256,images/257.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,3328.0,3328.0,3328.0,3328.0,1024.0,1024.0,1024.0
258,images/259.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,4016.0,4016.0,4016.0,4016.0,1030.0,1030.0,1030.0
259,images/260.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1572.3572,1572.3572,1572.3572,1572.3572,755.0,755.0,755.0
260,images/261.bmp,288,288,288,82944,regular,short,2,2,0,0,0,0,0,169.7989,186.0779,177.9384,355.8768,69.0,76.0,145.0
261,images/262.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1224.0,1224.0,1224.0,1224.0,552.0,552.0,552.0
262,images/263.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1198.1606,1198.1606,1198.1606,1198.1606,441.0,441.0,441.0
263,images/264.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1120.0,1120.0,1120.0,1120.0,458.0,458.0,458.0
264,images/265.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,4440.3452,4440.3452,4440.3452,4440.3452,1003.0,1003.0,1003.0
265,images/266.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1476.0,1476.0,1476.0,1476.0,611.0,611.0,611.0
266,images/267.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,42444.0,42444.0,42444.0,42444.0,3343.0,3343.0,3343.0
267,images/268.bmp,288,288,288,82944,regular,short,2,2,0,0,0,0,0,1197.0,4587.0,2892.0,5784.0,273.0,1047.0,1320.0
268,images/269.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,30932.0,30932.0,30932.0,30932.0,3076.0,3076.0,3076.0
269,images/270.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,882.0,882.0,882.0,882.0,503.0,503.0,503.0
270,images/271.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,3660.0,3660.0,3660.0,3660.0,445.0,445.0,445.0
273,images/274.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,988.0,988.0,988.0,988.0,552.0,552.0,552.0
275,images/276.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,377.1751,377.1751,377.1751,377.1751,214.0,214.0,214.0
276,images/277.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,392.4083,392.4083,392.4083,392.4083,303.0,303.0,303.0
277,images/278.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,261.177,261.177,261.177,261.177,214.0,214.0,214.0
278,images/279.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,21631.0,21631.0,21631.0,21631.0,1552.0,1552.0,1552.0
279,images/280.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,152.537,152.537,152.537,152.537,112.0,112.0,112.0
280,images/281.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,9733.1217,9733.1217,9733.1217,9733.1217,1384.0,1384.0,1384.0
281,images/282.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,3264.1964,3264.1964,3264.1964,3264.1964,1960.0,1960.0,1960.0
282,images/283.jpg,288,288,288,82944,regular,short,2,2,0,0,0,0,0,2240.0,3367.0,2803.5,5607.0,1757.0,1947.0,3704.0
283,images/284.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,3710.0,3710.0,3710.0,3710.0,1062.0,1062.0,1062.0
284,images/285.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,3615.9999,3615.9999,3615.9999,3615.9999,1330.0,1330.0,1330.0
285,images/286.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,10455.0,10455.0,10455.0,10455.0,1119.0,1119.0,1119.0
287,images/288.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,5586.0,5586.0,5586.0,5586.0,1386.0,1386.0,1386.0
288,images/289.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,3800.0324,3800.0324,3800.0324,3800.0324,1254.0,1254.0,1254.0
289,images/290.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,370.1353,370.1353,370.1353,370.1353,323.0,323.0,323.0
290,images/291.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,252.0,252.0,252.0,252.0,178.0,178.0,178.0
291,images/292.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,322.0,322.0,322.0,322.0,266.0,266.0,266.0
292,images/293.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,416.6187,416.6187,416.6187,416.6187,243.0,243.0,243.0
293,images/294.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,130.0,130.0,130.0,130.0,129.0,129.0,129.0
295,images/296.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1800.0,1800.0,1800.0,1800.0,613.0,613.0,613.0
296,images/297.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1575.5332,1575.5332,1575.5332,1575.5332,432.0,432.0,432.0
298,images/299.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1302.0,1302.0,1302.0,1302.0,751.0,751.0,751.0
299,images/300.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1068.7458,1068.7458,1068.7458,1068.7458,280.0,280.0,280.0
300,images/301.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,3178.0,3178.0,3178.0,3178.0,910.0,910.0,910.0
301,images/302.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,272.4703,272.4703,272.4703,272.4703,180.0,180.0,180.0
302,images/303.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,640.326,640.326,640.326,640.326,485.0,485.0,485.0
303,images/304.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,2635.0,2635.0,2635.0,2635.0,1112.0,1112.0,1112.0
304,images/305.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,3724.0,3724.0,3724.0,3724.0,1074.0,1074.0,1074.0
305,images/306.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1440.0,1440.0,1440.0,1440.0,977.0,977.0,977.0
306,images/307.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,2077.629,2077.629,2077.629,2077.629,1206.0,1206.0,1206.0
308,images/309.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1793.0,1793.0,1793.0,1793.0,1369.0,1369.0,1369.0
309,images/310.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1548.0,1548.0,1548.0,1548.0,1077.0,1077.0,1077.0
310,images/311.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1826.0,1826.0,1826.0,1826.0,1385.0,1385.0,1385.0
311,images/312.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1204.0,1204.0,1204.0,1204.0,694.0,694.0,694.0
312,images/313.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,805.0,805.0,805.0,805.0,622.0,622.0,622.0
313,images/314.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1449.0,1449.0,1449.0,1449.0,811.0,811.0,811.0
314,images/315.jpg,288,288,288,82944,regular,short,2,2,0,0,0,0,0,628.2116,2124.0,1376.1058,2752.2116,449.0,1321.0,1770.0
315,images/316.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,2464.0,2464.0,2464.0,2464.0,1318.0,1318.0,1318.0
316,images/317.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,2164.4397,2164.4397,2164.4397,2164.4397,1181.0,1181.0,1181.0
318,images/319.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1020.2645,1020.2645,1020.2645,1020.2645,698.0,698.0,698.0
319,images/320.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,2052.0,2052.0,2052.0,2052.0,1214.0,1214.0,1214.0
320,images/321.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1404.0,1404.0,1404.0,1404.0,1069.0,1069.0,1069.0
321,images/322.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1323.0,1323.0,1323.0,1323.0,754.0,754.0,754.0
322,images/323.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,760.0,760.0,760.0,760.0,453.0,453.0,453.0
323,images/324.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1452.2525,1452.2525,1452.2525,1452.2525,895.0,895.0,895.0
324,images/325.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1057.0,1057.0,1057.0,1057.0,605.0,605.0,605.0
327,images/328.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1392.1527,1392.1527,1392.1527,1392.1527,804.0,804.0,804.0
328,images/329.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,522.0,522.0,522.0,522.0,348.0,348.0,348.0
329,images/330.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,832.9096,832.9096,832.9096,832.9096,479.0,479.0,479.0
330,images/331.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1233.0,1233.0,1233.0,1233.0,550.0,550.0,550.0
331,images/332.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1310.0,1310.0,1310.0,1310.0,981.0,981.0,981.0
332,images/333.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1573.0,1573.0,1573.0,1573.0,983.0,983.0,983.0
333,images/334.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,2384.0,2384.0,2384.0,2384.0,1298.0,1298.0,1298.0
335,images/336.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1753.7282,1753.7282,1753.7282,1753.7282,1105.0,1105.0,1105.0
336,images/337.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,2948.0,2948.0,2948.0,2948.0,1009.0,1009.0,1009.0
337,images/338.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1206.0,1206.0,1206.0,1206.0,531.0,531.0,531.0
338,images/339.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1374.0,1374.0,1374.0,1374.0,906.0,906.0,906.0
340,images/341.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1624.0,1624.0,1624.0,1624.0,813.0,813.0,813.0
341,images/342.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,15325.3192,15325.3192,15325.3192,15325.3192,834.0,834.0,834.0
342,images/343.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,3171.0,3171.0,3171.0,3171.0,705.0,705.0,705.0
343,images/344.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,8640.0,8640.0,8640.0,8640.0,1136.0,1136.0,1136.0
344,images/345.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,3564.0,3564.0,3564.0,3564.0,824.0,824.0,824.0
346,images/347.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,17604.0,17604.0,17604.0,17604.0,1899.0,1899.0,1899.0
347,images/348.bmp,288,288,288,82944,regular,short,2,2,0,0,0,0,0,10326.1248,20372.14,15349.1324,30698.2648,2182.0,3101.0,5283.0
348,images/349.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,18631.2142,18631.2142,18631.2142,18631.2142,2517.0,2517.0,2517.0
349,images/350.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,15582.0,15582.0,15582.0,15582.0,2146.0,2146.0,2146.0
351,images/352.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,783.2048,783.2048,783.2048,783.2048,200.0,200.0,200.0
352,images/353.bmp,288,288,288,82944,regular,short,2,2,0,0,0,0,0,1413.0,9590.1915,5501.5957,11003.1915,713.0,2081.0,2794.0
353,images/354.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,12963.8278,12963.8278,12963.8278,12963.8278,3679.0,3679.0,3679.0
354,images/355.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,7968.3923,7968.3923,7968.3923,7968.3923,692.0,692.0,692.0
357,images/358.bmp,288,288,288,82944,regular,short,2,2,0,0,0,0,0,603.0,30660.0,15631.5,31263.0,287.0,2261.0,2548.0
359,images/360.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,27305.0,27305.0,27305.0,27305.0,2869.0,2869.0,2869.0
360,images/361.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,43809.8064,43809.8064,43809.8064,43809.8064,6668.0,6668.0,6668.0
361,images/362.bmp,288,288,288,82944,regular,short,5,5,0,0,0,0,0,252.0,24385.9441,12521.2703,62606.3517,188.0,4798.0,9253.0
362,images/363.bmp,288,288,288,82944,regular,short,2,2,0,0,0,0,0,6942.0,9347.5416,8144.7708,16289.5416,850.0,1451.0,2301.0
363,images/364.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,6864.0,6864.0,6864.0,6864.0,618.0,618.0,618.0
364,images/365.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,46432.0447,46432.0447,46432.0447,46432.0447,9524.0,9524.0,9524.0
365,images/366.bmp,288,288,288,82944,regular,short,2,2,0,0,0,0,0,111.5882,12494.2668,6302.9275,12605.855,77.0,2326.0,2403.0
366,images/367.bmp,288,288,288,82944,regular,short,3,3,0,1,0,1,0,76.5995,17000.0,7364.1998,22092.5995,54.0,3136.0,4287.0
367,images/368.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,45592.0,45592.0,45592.0,45592.0,9789.0,9789.0,9789.0
369,images/370.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,746.4482,746.4482,746.4482,746.4482,143.0,143.0,143.0
370,images/371.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,45156.0049,45156.0049,45156.0049,45156.0049,3987.0,3987.0,3987.0
371,images/372.bmp,288,288,288,82944,regular,short,2,2,0,0,0,0,0,137.9219,51260.6363,25699.2791,51398.5582,93.0,13538.0,13631.0
372,images/373.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,12841.866,12841.866,12841.866,12841.866,3620.0,3620.0,3620.0
373,images/374.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,3794.0,3794.0,3794.0,3794.0,1335.0,1335.0,1335.0
374,images/375.bmp,288,288,288,82944,regular,short,4,4,0,0,0,0,0,409.8539,23444.9654,7588.1996,30352.7983,170.0,3629.0,5249.0
375,images/376.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1120.0,1120.0,1120.0,1120.0,644.0,644.0,644.0
376,images/377.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,8840.0,8840.0,8840.0,8840.0,1320.0,1320.0,1320.0
377,images/378.bmp,288,288,288,82944,regular,short,2,2,0,0,0,0,0,2850.0,58517.5572,30683.7786,61367.5572,529.0,11209.0,11738.0
378,images/379.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,17880.7495,17880.7495,17880.7495,17880.7495,5300.0,5300.0,5300.0
379,images/380.bmp,288,288,288,82944,regular,short,5,5,0,0,0,0,0,154.0,34124.9995,7763.6785,38818.3926,115.0,6592.0,8903.0
380,images/381.bmp,288,288,288,82944,regular,short,2,2,0,0,0,0,0,15740.9973,18170.0009,16955.4991,33910.9982,1404.0,3292.0,4696.0
381,images/382.bmp,288,288,288,82944,regular,short,4,4,0,0,0,0,0,282.5319,22194.0838,8000.4039,32001.6157,224.0,5067.0,8083.0
382,images/383.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,5862.9997,5862.9997,5862.9997,5862.9997,525.0,525.0,525.0
383,images/384.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,10388.0,10388.0,10388.0,10388.0,967.0,967.0,967.0
384,images/385.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,57663.9981,57663.9981,57663.9981,57663.9981,5939.0,5939.0,5939.0
385,images/386.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,4176.0,4176.0,4176.0,4176.0,561.0,561.0,561.0
387,images/388.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1290.0,1290.0,1290.0,1290.0,460.0,460.0,460.0
388,images/389.bmp,288,288,288,82944,regular,short,2,2,0,0,0,0,0,270.0,4644.0,2457.0,4914.0,131.0,734.0,865.0
389,images/390.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,34410.0,34410.0,34410.0,34410.0,2885.0,2885.0,2885.0
390,images/391.bmp,288,288,288,82944,regular,short,1,1,0,0,0,0,0,58910.0,58910.0,58910.0,58910.0,7562.0,7562.0,7562.0
391,images/392.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1380.0,1380.0,1380.0,1380.0,1093.0,1093.0,1093.0
392,images/393.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1925.0,1925.0,1925.0,1925.0,1194.0,1194.0,1194.0
393,images/394.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,716.0,716.0,716.0,716.0,716.0,716.0,716.0
394,images/395.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1410.0,1410.0,1410.0,1410.0,1098.0,1098.0,1098.0
395,images/396.jpg,288,288,288,82944,regular,short,2,2,0,0,0,0,0,3786.3126,3962.0,3874.1563,7748.3126,1388.0,1484.0,2872.0
396,images/397.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,716.4912,716.4912,716.4912,716.4912,186.0,186.0,186.0
397,images/398.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1683.9035,1683.9035,1683.9035,1683.9035,655.0,655.0,655.0
398,images/399.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,2770.0,2770.0,2770.0,2770.0,1111.0,1111.0,1111.0
399,images/400.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,2780.0,2780.0,2780.0,2780.0,1097.0,1097.0,1097.0
400,images/401.png,288,288,288,82944,regular,short,1,1,0,0,0,0,0,34039.1201,34039.1201,34039.1201,34039.1201,4431.0,4431.0,4431.0
401,images/402.png,288,288,288,82944,regular,short,1,1,0,0,0,0,0,31048.8271,31048.8271,31048.8271,31048.8271,15819.0,15819.0,15819.0
402,images/403.png,288,288,288,82944,regular,short,1,1,0,0,0,0,0,4142.0,4142.0,4142.0,4142.0,3312.0,3312.0,3312.0
403,images/404.png,288,288,288,82944,regular,short,2,2,0,0,0,0,0,533.6715,36218.4814,18376.0765,36752.1529,197.0,2479.0,2676.0
404,images/405.png,288,288,288,82944,regular,short,2,2,0,0,0,0,0,204.0,8069.0529,4136.5265,8273.0529,187.0,1480.0,1667.0
406,images/407.png,288,288,288,82944,regular,short,2,2,0,0,0,0,0,850.0,850.0,850.0,1700.0,566.0,600.0,1166.0
407,images/408.png,288,288,288,82944,regular,short,4,4,0,0,0,0,0,342.0,1610.0,947.0,3788.0,108.0,665.0,1466.0
408,images/409.png,288,288,288,82944,regular,short,4,4,0,1,0,1,0,176.0,10335.9999,2905.1077,11620.4308,130.0,1871.0,2490.0
410,images/411.png,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1200.0,1200.0,1200.0,1200.0,838.0,838.0,838.0
411,images/412.png,288,288,288,82944,regular,short,1,1,0,0,0,0,0,3624.2436,3624.2436,3624.2436,3624.2436,1928.0,1928.0,1928.0
412,images/413.png,288,288,288,82944,regular,short,2,2,0,0,0,0,0,1351.4183,4478.1799,2914.7991,5829.5982,992.0,2823.0,3815.0
413,images/414.png,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1708.0001,1708.0001,1708.0001,1708.0001,1074.0,1074.0,1074.0
414,images/415.png,288,288,288,82944,regular,short,3,3,0,0,0,0,0,343.3316,29265.9434,10039.895,30119.6851,168.0,2727.0,3148.0
415,images/416.png,288,288,288,82944,regular,short,2,2,0,0,0,0,0,21919.9995,30590.0,26254.9997,52509.9995,8644.0,14304.0,22948.0
418,images/419.png,288,288,288,82944,regular,short,1,1,0,0,0,0,0,758.8723,758.8723,758.8723,758.8723,597.0,597.0,597.0
420,images/421.png,288,288,288,82944,regular,short,2,2,0,0,0,0,0,15333.0,23051.0,19192.0,38384.0,2866.0,8197.0,11063.0
422,images/423.png,288,288,288,82944,regular,short,2,2,0,0,0,0,0,6400.0,18424.0,12412.0,24824.0,1971.0,5942.0,7913.0
424,images/425.png,288,288,288,82944,regular,short,1,1,0,0,0,0,0,66339.0,66339.0,66339.0,66339.0,15437.0,15437.0,15437.0
427,images/428.png,288,288,288,82944,regular,short,2,2,0,0,0,0,0,290.436,1157.4548,723.9454,1447.8908,176.0,885.0,1061.0
428,images/429.png,288,288,288,82944,regular,short,3,3,0,0,0,0,0,184.0,1760.0,1040.6667,3122.0,155.0,1291.0,2202.0
429,images/430.png,288,288,288,82944,regular,short,2,2,0,0,0,0,0,306.0,440.0,373.0,746.0,216.0,366.0,582.0
430,images/431.png,288,288,288,82944,regular,short,2,2,0,0,0,0,0,1552.0,3035.7762,2293.8881,4587.7762,458.0,1486.0,1944.0
431,images/432.png,288,288,288,82944,regular,short,2,2,0,0,0,0,0,16324.0,73886.1543,45105.0772,90210.1543,2986.0,19397.0,22383.0
433,images/434.png,288,288,288,82944,regular,short,1,1,0,0,0,0,0,58533.571,58533.571,58533.571,58533.571,19355.0,19355.0,19355.0
434,images/435.png,288,288,288,82944,regular,short,4,4,0,0,0,0,0,120.0,1393.1246,755.7016,3022.8064,106.0,742.0,1883.0
436,images/437.png,288,288,288,82944,regular,short,1,1,0,0,0,0,0,46365.0,46365.0,46365.0,46365.0,5155.0,5155.0,5155.0
437,images/438.png,288,288,288,82944,regular,short,1,1,0,0,0,0,0,44874.0,44874.0,44874.0,44874.0,7550.0,7550.0,7550.0
438,images/439.png,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1890.0,1890.0,1890.0,1890.0,758.0,758.0,758.0
442,images/443.png,288,288,288,82944,regular,short,1,1,0,0,0,0,0,848.0,848.0,848.0,848.0,483.0,483.0,483.0
443,images/444.png,288,288,288,82944,regular,short,1,1,0,0,0,0,0,2267.4863,2267.4863,2267.4863,2267.4863,788.0,788.0,788.0
444,images/445.png,288,288,288,82944,regular,short,1,1,0,0,0,0,0,735.0,735.0,735.0,735.0,398.0,398.0,398.0
445,images/446.png,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1060.0,1060.0,1060.0,1060.0,312.0,312.0,312.0
446,images/447.png,288,288,288,82944,regular,short,1,1,0,1,0,1,0,333.7986,333.7986,333.7986,333.7986,314.0,314.0,314.0
447,images/448.png,288,288,288,82944,regular,short,1,1,0,1,0,1,0,530.0,530.0,530.0,530.0,354.0,354.0,354.0
448,images/449.png,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1424.2607,1424.2607,1424.2607,1424.2607,414.0,414.0,414.0
449,images/450.png,288,288,288,82944,regular,short,1,1,0,1,0,1,0,232.0,232.0,232.0,232.0,231.0,231.0,231.0
450,images/451.png,288,288,288,82944,regular,short,1,1,0,0,0,0,0,33642.0,33642.0,33642.0,33642.0,2950.0,2950.0,2950.0
452,images/453.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,541.1728,541.1728,541.1728,541.1728,323.0,323.0,323.0
454,images/455.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,31050.0,31050.0,31050.0,31050.0,4392.0,4392.0,4392.0
455,images/456.png,288,288,288,82944,regular,short,1,1,0,0,0,0,0,50268.0,50268.0,50268.0,50268.0,10185.0,10185.0,10185.0
457,images/458.png,288,288,288,82944,regular,short,1,1,0,0,0,0,0,48925.7338,48925.7338,48925.7338,48925.7338,6241.0,6241.0,6241.0
458,images/459.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,48372.0,48372.0,48372.0,48372.0,2533.0,2533.0,2533.0
459,images/460.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,49456.0,49456.0,49456.0,49456.0,6361.0,6361.0,6361.0
462,images/463.jpg,288,288,288,82944,regular,short,3,3,0,0,0,0,0,1107.0427,1514.515,1254.0704,3762.2112,423.0,1134.0,2068.0
463,images/464.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,24367.1982,24367.1982,24367.1982,24367.1982,2615.0,2615.0,2615.0
464,images/465.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,2948.0,2948.0,2948.0,2948.0,1481.0,1481.0,1481.0
465,images/466.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,1569.1669,1569.1669,1569.1669,1569.1669,1318.0,1318.0,1318.0
466,images/467.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,4241.6909,4241.6909,4241.6909,4241.6909,1331.0,1331.0,1331.0
467,images/468.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,3484.0,3484.0,3484.0,3484.0,2097.0,2097.0,2097.0
468,images/469.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,4488.5719,4488.5719,4488.5719,4488.5719,1313.0,1313.0,1313.0
469,images/470.jpg,288,288,288,82944,regular,short,2,2,0,0,0,0,0,1012.9216,1531.563,1272.2423,2544.4846,589.0,638.0,1227.0
470,images/471.jpg,288,288,288,82944,regular,short,2,2,0,0,0,0,0,3156.0,3481.9955,3318.9977,6637.9954,1058.0,1331.0,2389.0
472,images/473.jpg,288,288,288,82944,regular,short,1,1,0,0,0,0,0,7890.0,7890.0,7890.0,7890.0,1322.0,1322.0,1322.0
